pallet_id,length_cm,width_cm,height_cm,type
2337062,41.8,31.5,25.9,2
2337062,22.2,22,21.9,2
2337062,45.5,27.5,18,1
2337062,45.2,34.9,22.8,2
2337062,39.5,26.5,33.9,2
2337062,41.8,31.5,25.9,2
2337062,44.4,22,16.8,2
2322167,50,30,18,0
2322167,40.4,26.8,33.6,2
2322167,39.5,26.5,33.9,2
2322167,27,37,33,2
2322167,41.8,31.5,25.9,2
2322167,50,30,18,0
2322167,26.5,39,32,2
2322167,40.4,26.8,33.6,2
2322167,27,37,33,2
2322167,40.4,26.8,33.6,2
2322167,45.5,27.5,25,1
2322167,39.5,26.5,33.9,2
2322167,49.9,26.1,34.4,2
2322167,50.2,25.7,34.4,2
2322167,20.2,12.1,13.2,2
2322167,15.9,14.3,18,2
2322167,50.2,25.7,34.4,2
2322167,40.4,27.2,33.7,2
2322167,40.4,27.2,33.7,2
2322167,50.2,25.7,34.4,2
2322167,30.2,20.7,9.1,2
2322167,50,30,28,0
2322167,21.1,13.2,17.3,2
2322167,39.5,26.4,44.7,2
2322167,42.1,31.4,26.1,2
2322167,50.2,25.7,34.4,2
2322167,19.3,13.8,11.6,2
2322167,19.8,14.4,13.1,2
2322167,19.3,13.8,11.6,2
2322167,21.1,15.6,13.5,2
2322167,40.4,26.8,33.6,2
2322167,44.4,22,16.8,2
2322167,50,30,18,0
2322167,49.9,26.1,34.4,2
2322167,50.2,25.7,34.4,2
2322167,50,30,18,0
2322167,40.4,27.2,33.7,2
2322167,42.1,31.4,26.1,2
2322167,27,37,33,2
2322167,19.3,13.8,11.6,2
2322167,50.2,25.7,34.4,2
2322167,50,30,28,0
2322167,32,25,22.9,2
2322167,28.6,18.5,16.1,2
2322167,40.4,27.2,33.7,2
2322167,26.5,39,32,2
2322167,40.4,27.2,33.7,2
2322167,31.5,42,25.5,2
2322167,26.5,39,32,2
2322167,31.5,42,25.5,2
2322167,39.8,26.4,33.8,2
2322167,39.8,26.4,33.8,2
2322167,39.8,26.4,33.8,2
2322167,40.4,26.8,33.6,2
2322167,40.4,27.2,33.7,2
2322167,41.8,31.5,25.9,2
2322167,26.5,39,32,2
2322167,40.4,27.2,33.7,2
2322167,39.5,26.5,34,2
2322167,41.8,31.5,25.9,2
2322167,39.8,26.4,33.8,2
2322167,40.4,27.2,33.7,2
2322167,41.8,31.5,25.9,2
2322167,40.4,27.2,33.7,2
2322167,31.5,42,25.5,2
2322167,40.4,27.2,33.7,2
2322167,40.4,26.8,33.6,2
2322167,39.8,26.4,33.8,2
2322167,25,18.7,15.8,2
2322167,40.4,26.8,33.6,2
2322167,39.5,26.5,34,2
2322167,25,18.7,15.8,2
2322167,21.5,15.8,13.4,2
2322167,40.4,26.8,33.6,2
2322177,39.5,26.5,34,2
2322177,21.5,15.8,13.4,2
2322177,33,13.7,17.7,2
2322177,40.4,26.8,33.6,2
2322177,39.5,26.5,34,2
2322177,39.5,26.5,34,2
2322177,39.5,26.5,34,2
2322177,40.4,26.8,33.6,2
2322177,40.4,26.8,33.6,2
2322177,39.5,26.5,34,2
2322177,39.5,26.5,34,2
2322177,39.5,26.5,34,2
2322177,39.5,26.5,34,2
2322177,39.5,26.5,34,2
2322177,39.5,26.5,34,2
2322177,39.5,26.5,34,2
2322177,39.5,26.5,34,2
2322177,39.5,26.5,34,2
2322177,39.5,26.5,34,2
2322177,19.4,13.6,11.7,2
2322177,28.6,18.5,16.1,2
2322177,50,30,28,0
2322177,22.2,22,21.9,2
2322177,25.1,14.8,12.7,2
2322177,22.2,22,21.9,2
2322177,22.2,22,21.9,2
2322177,22.2,22,21.9,2
2322177,45.5,27.5,18,1
2322177,40.4,27.2,33.7,2
2322177,45.5,27.5,25,1
2322177,56.9,29.7,37.3,2
2322177,21.1,14.8,17.7,2
2322177,42.1,31.4,26.1,2
2322177,40.4,27.2,33.7,2
2322177,56.9,29.7,37.3,2
2322177,56.9,29.7,37.3,2
2322177,22.2,22,21.9,2
2322177,42.1,31.4,26.1,2
2322177,52.8,27.3,15.3,2
2322177,22.2,22,21.9,2
2322177,50.2,25.7,34.4,2
2322177,56.9,29.7,37.3,2
2322177,19.3,13.8,11.6,2
2322177,27,37,33,2
2322177,40.4,26.8,33.6,2
2322177,22.2,22,21.9,2
2322177,27,37,33,2
2322177,50,30,18,0
2322177,22.2,22,21.9,2
2322177,45.5,27.5,18,1
2322177,22.2,22,21.9,2
2322177,30.2,23.2,19.3,2
2322177,45.5,27.5,25,1
2322177,56.9,29.7,37.3,2
2322177,22.2,22,21.9,2
2322177,30.2,23.2,19.3,2
2322177,22.2,22,21.9,2
2322177,50,30,28,0
2322177,50,30,28,0
2322177,50,30,18,0
2322177,50,30,28,0
2322177,50,30,18,0
2322177,45.5,27.5,18,1
2322177,50,30,28,0
2322177,45.5,27.5,18,1
2322177,50,30,28,0
2322177,50,30,18,0
2322177,45.5,27.5,25,1
2322177,45.5,27.5,25,1
2322177,45.5,27.5,18,1
2322177,50,30,28,0
2322177,50,30,28,0
2322177,50,30,28,0
2322177,50,30,18,0
2290314,45.5,27.5,25,1
2290314,45.5,27.5,18,1
2290314,50,30,28,0
2290314,45.5,27.5,25,1
2290314,50,30,18,0
2290314,45.5,27.5,25,1
2290314,45.5,27.5,25,1
2290314,45.5,27.5,18,1
2290314,50,30,28,0
2290314,23.2,15.3,23.3,2
2290314,23.2,15.3,23.3,2
2290314,50,30,28,0
2290314,26.5,20.5,17,2
2290314,26.5,20.5,17,2
2290314,23,13.7,20.2,2
2290314,26.5,20.5,17,2
2290314,50,30,28,0
2290314,13.1,11.4,19.6,2
2290314,23.1,15.6,23.3,2
2290314,20.8,17.1,21.7,2
2290314,34.2,14.6,16.9,2
2290314,50,30,28,0
2290314,42.8,33.2,19.6,2
2290314,20.8,17.1,21.7,2
2290314,40.7,30.6,20.6,2
2290314,50,30,18,0
2290314,50,30,28,0
2290314,50,30,28,0
2290314,45.2,33.9,19.3,2
2290314,45.5,27.5,25,1
2290314,50,30,28,0
2290314,50,30,18,0
2290314,45.2,33.9,19.3,2
2290314,45.5,27.5,25,1
2290314,50,30,28,0
2290314,21.8,19.6,24.4,2
2290314,50,30,28,0
2290314,45.2,33.9,19.3,2
2290314,21.8,19.6,24.4,2
2290314,50,30,28,0
2290314,40.4,26.8,33.6,2
2290314,45.5,27.5,25,1
2290314,50,30,28,0
2290314,45.5,27.5,18,1
2290314,13.2,11.5,19.9,2
2290314,19.3,12.8,11.9,2
2290314,45.5,27.5,18,1
2290314,21,16.6,21.8,2
2290314,45.5,27.5,25,1
2290314,45.5,27.5,18,1
2290314,50,30,28,0
2290314,36,18.3,11.9,2
2290314,45.5,27.5,18,1
2290314,33,13.7,17.7,2
2290314,50,30,28,0
2290314,50,30,18,0
2290314,50,30,18,0
2290314,21,16.7,21.7,2
2290314,50,30,18,0
2290314,50,30,28,0
2290314,30.2,23.2,19.3,2
2290314,24,42,25.2,2
2290314,39.8,26.4,33.8,2
2290314,45.5,27.5,18,1
2290314,45.5,27.5,18,1
2290314,21.8,19.6,24.4,2
2290314,45.5,27.5,18,1
2290314,45.5,27.5,18,1
2290314,45.5,27.5,25,1
2290314,45.5,27.5,25,1
2290314,45.5,27.5,18,1
2290314,45.5,27.5,25,1
2290314,45.5,27.5,25,1
2290314,45.5,27.5,18,1
2322154,21,16.8,21.8,2
2322154,42.8,29.7,14.7,2
2322154,17.7,16.2,14.7,2
2322154,16.3,14.6,17.8,2
2322154,7.5,17,26.5,2
2322154,7.5,17,26.5,2
2322154,13.1,11.5,19.7,2
2322154,52.8,27.3,15.3,2
2322154,42.8,29.7,14.7,2
2322154,16.1,14.1,18,2
2322154,42.8,29.7,14.7,2
2322154,21.9,16.4,11.3,2
2322154,7.5,17,26.5,2
2322154,52.8,27.3,15.3,2
2322154,25.8,23,23,2
2322154,39.3,15.9,19.5,2
2322154,42.8,29.7,14.7,2
2322154,17.7,16.2,14.7,2
2322154,50,30,28,0
2322154,30.2,23.2,19.3,2
2322154,25.8,23,23,2
2322154,42.8,29.7,14.7,2
2322154,16.3,14.6,17.8,2
2322154,13.2,11.8,19.8,2
2322154,45.5,27.5,25,1
2322154,45.5,27.5,18,1
2322154,45.5,27.5,25,1
2322154,45.5,27.5,25,1
2322154,45.5,27.5,25,1
2322154,50,30,18,0
2322154,45.5,27.5,18,1
2322154,50,30,18,0
2322154,45.5,27.5,25,1
2322154,50,30,28,0
2322154,50,30,28,0
2322154,50,30,18,0
2322154,45.5,27.5,25,1
2322154,45.5,27.5,18,1
2322154,45.5,27.5,18,1
2322154,45.5,27.5,18,1
2322154,45.5,27.5,18,1
2322154,50,30,28,0
2322154,45.5,27.5,25,1
2322154,45.5,27.5,18,1
2322154,16,11.9,10.2,2
2322154,45.5,27.5,18,1
2322154,50,30,28,0
2322154,45.5,27.5,25,1
2322154,45.5,27.5,25,1
2322154,50,30,18,0
2322154,50,30,28,0
2322154,50,30,28,0
2322154,50,30,28,0
2322154,45.5,27.5,25,1
2322154,45.5,27.5,25,1
2322154,45.5,27.5,25,1
2322154,45.5,27.5,25,1
2322154,45.5,27.5,25,1
2322154,50,30,28,0
2322154,45.5,27.5,18,1
2322154,40.7,30.9,20.2,2
2322154,56.9,29.7,37.3,2
2322154,33,13.7,17.7,2
2322154,13.1,11.4,19.6,2
2322154,33,13.7,17.7,2
2322154,13.1,11.4,19.6,2
2322154,19.3,12.8,11.9,2
2322154,19.3,12.8,11.9,2
2322154,23,13.7,20.2,2
2322154,19.3,12.8,11.9,2
2322154,56.9,29.7,37.3,2
2322154,30.5,24.5,22,2
2322154,13.2,11.8,19.8,2
2322154,30.5,24.5,22,2
2291375,13.2,11.5,19.9,2
2291375,13.2,11.5,19.9,2
2291375,52.8,27.3,15.3,2
2291375,13.2,11.5,19.9,2
2291375,40.4,27.2,33.7,2
2291375,40.4,27.2,33.7,2
2291375,28.6,18.5,16.1,2
2291375,52.8,27.3,15.3,2
2291375,28.6,18.5,16.1,2
2291375,28.6,18.5,16.1,2
2291375,56.7,29.2,37.3,2
2291375,45.5,27.5,25,1
2291375,23.2,19.6,13.9,2
2291375,17.7,16.2,14.7,2
2291375,16.1,14.1,18,2
2291375,40.4,26.8,33.6,2
2291375,30.5,24.5,22,2
2291375,25,18.7,15.8,2
2291375,25,18.7,15.8,2
2291375,38,29.3,24.4,2
2291375,25,18.7,15.8,2
2291375,13.1,11.5,19.7,2
2291375,13.1,11.5,19.7,2
2291375,13.1,11.5,19.7,2
2291375,22.2,22,21.9,2
2291375,22.2,22,21.9,2
2291375,22.2,22,21.9,2
2291375,22.2,22,21.9,2
2291375,22.2,22,21.9,2
2291375,38.2,25,11.3,2
2291375,38.2,24.8,11.2,2
2291375,41.1,31.4,26,2
2291375,21.1,15.6,13.5,2
2291375,16.3,14.6,17.8,2
2291375,38.2,24.8,11.2,2
2291375,38.2,24.8,11.2,2
2291375,38.2,24.8,11.2,2
2291375,38.2,25,11.3,2
2291375,40.7,30.6,20.6,2
2291375,21.1,15.6,13.5,2
2291375,41.1,31.4,26,2
2291375,38.2,24.8,11.2,2
2291375,31.5,42,25.5,2
2291375,21.5,15.8,13.4,2
2291375,21.5,15.8,13.4,2
2291375,42.1,31.4,26.1,2
2291375,39.5,26.5,34,2
2291375,42.1,31.4,26.1,2
2291375,42.1,31.4,26.1,2
2291375,35.6,28.7,23.6,2
2291375,21.1,15.6,13.5,2
2291375,39.5,26.5,34,2
2291375,35.6,28.7,23.6,2
2291375,39.5,26.5,34,2
2291375,39.5,26.5,34,2
2291375,39.5,26.5,34,2
2291375,39.5,26.5,34,2
2291375,21.5,15.8,13.4,2
2291375,23.2,19.6,13.9,2
2291375,50,30,28,0
2291375,50,30,28,0
2291375,45.5,27.5,25,1
2291375,50,30,18,0
2291375,50,30,28,0
2291375,50,30,28,0
2291375,45.5,27.5,18,1
2291375,50,30,18,0
2291375,50,30,28,0
2291375,50,30,18,0
2291375,45.5,27.5,25,1
2291375,45.5,27.5,18,1
2291375,45.5,27.5,18,1
2291375,45.5,27.5,18,1
2291375,50,30,28,0
2330159,45.5,27.5,25,1
2330159,50,30,28,0
2330159,50,30,28,0
2330159,50,30,18,0
2330159,50,30,18,0
2330159,50,30,28,0
2330159,50,30,28,0
2330159,50,30,28,0
2330159,50,30,28,0
2330159,50,30,28,0
2330159,50,30,18,0
2330159,50,30,18,0
2330159,45.5,27.5,25,1
2330159,45.5,27.5,25,1
2330159,45.5,27.5,25,1
2330159,45.5,27.5,18,1
2330159,50,30,28,0
2330159,50,30,18,0
2330159,50,30,28,0
2330159,45.5,27.5,18,1
2330159,45.5,27.5,18,1
2330159,50,30,18,0
2330159,45.5,27.5,18,1
2330159,45.5,27.5,18,1
2330159,50,30,18,0
2330159,50,30,18,0
2330159,50,30,28,0
2330159,50,30,18,0
2330159,50,30,18,0
2330159,50,30,18,0
2330159,45.5,27.5,18,1
2330159,45.5,27.5,25,1
2330159,50,30,28,0
2330159,50,30,28,0
2330159,26.5,20.5,17,2
2330159,34.2,14.6,16.9,2
2330159,45.5,27.5,18,1
2330159,25,18.7,15.8,2
2330159,20.8,16.5,22,2
2330159,25,18.7,15.8,2
2330159,26.5,20.5,17,2
2330159,34.2,14.6,16.9,2
2330159,25,18.7,15.8,2
2330159,50,30,28,0
2330159,34.2,14.6,16.9,2
2330159,50,30,28,0
2330159,26.5,20.5,17,2
2330159,39.5,26.5,34,2
2330159,50,30,28,0
2330159,26.5,20.5,17,2
2330159,25,18.7,15.8,2
2330159,39.5,26.5,34,2
2330159,26.5,20.5,17,2
2330159,25,18.7,15.8,2
2330159,26.5,20.5,17,2
2330159,50,30,28,0
2330159,26.5,20.5,17,2
2330159,25,18.7,15.8,2
2330159,26.5,20.5,17,2
2330159,50,30,28,0
2330159,39.5,26.5,34,2
2330159,50,30,18,0
2330159,39.5,26.5,34,2
2330159,26.5,20.5,17,2
2330159,49,26,26.5,2
2330159,26.5,20.5,17,2
2330159,26.5,20.5,17,2
2330159,34.2,14.6,16.9,2
2330159,26.5,20.5,17,2
2330159,26.5,20.5,17,2
2330159,39.5,26.5,34,2
2330159,34.2,14.6,16.9,2
2330159,50,30,28,0
2330159,25,18.7,15.8,2
2322202,34.2,14.6,16.9,2
2322202,26.5,20.5,17,2
2322202,45.5,27.5,18,1
2322202,34.2,14.6,16.9,2
2322202,26.5,20.5,17,2
2322202,25,18.7,15.8,2
2322202,34.2,14.6,16.9,2
2322202,34.2,14.6,16.9,2
2322202,25,18.7,15.8,2
2322202,39.5,26.5,34,2
2322202,26.5,20.5,17,2
2322202,45.5,27.5,25,1
2322202,39.5,26.5,34,2
2322202,39.5,26.5,34,2
2322202,34.2,14.6,16.9,2
2322202,25,18.7,15.8,2
2322202,26.5,20.5,17,2
2322202,34.2,14.6,16.9,2
2322202,39.5,26.5,34,2
2322202,50,30,28,0
2322202,40.4,26.8,33.6,2
2322202,40.4,26.8,33.6,2
2322202,40.4,26.8,33.6,2
2322202,40.4,26.8,33.6,2
2322202,40.4,26.8,33.6,2
2322202,40.4,26.8,33.6,2
2322202,42.1,31.4,26.1,2
2322202,62.2,40.5,24.6,2
2322202,45.5,27.5,25,1
2322202,40.4,26.8,33.6,2
2322202,40.4,26.8,33.6,2
2322202,40.4,26.8,33.6,2
2322202,40.4,26.8,33.6,2
2322202,40.4,26.8,33.6,2
2322202,25.9,14,13.3,2
2322202,42.1,31.4,26.1,2
2322202,17.7,16,14.8,2
2322202,40.4,26.8,33.6,2
2322202,40.4,26.8,33.6,2
2322202,40.4,26.8,33.6,2
2322202,34.5,14.5,14.5,2
2322202,34.5,14.5,14.5,2
2322202,34.5,14.5,14.5,2
2322202,34.5,14.5,14.5,2
2322202,45.5,27.5,18,1
2322202,34.5,24.3,23.1,2
2322202,21.8,19.8,24.2,2
2322202,21.8,19.8,24.2,2
2322202,34.5,14.5,14.5,2
2322202,34.5,14.5,14.5,2
2322202,34.5,14.5,14.5,2
2322202,34.5,14.5,14.5,2
2322202,34.5,14.5,14.5,2
2322202,32,25,22.9,2
2322202,32,25,22.9,2
2322202,45.5,27.5,25,1
2322202,32,25,22.9,2
2322202,45.5,27.5,25,1
2322202,32,25,22.9,2
2322202,32,25,22.9,2
2322202,32,25,22.9,2
2322202,32,25,22.9,2
2322202,34.2,14.6,16.9,2
2322202,34.5,14.5,14.5,2
2322202,32,25,22.9,2
2322202,32,25,22.9,2
2322202,32,25,22.9,2
2322202,26.5,20.5,17,2
2322202,26.5,20.5,17,2
2322202,26.5,20.5,17,2
2322202,50.2,25.7,34.4,2
2322202,39.5,26.5,34,2
2322202,30.2,23.2,19.3,2
2322202,22.2,22,21.9,2
2322173,39.5,26.5,34,2
2322173,16.3,14.6,17.8,2
2322173,27.3,21.3,23.8,2
2322173,40.7,30.9,20.2,2
2322173,25,16.4,9.1,2
2322173,18.7,13,12,2
2322173,21.8,19.6,24.4,2
2322173,23.2,15,11.1,2
2322173,22.2,22,21.9,2
2322173,39.5,26.5,34,2
2322173,16.1,14.1,18,2
2322173,39.8,26.4,33.8,2
2322173,27,40,35,2
2322173,27,40,35,2
2322173,27,40,35,2
2322173,27,40,35,2
2322173,39.8,26.4,33.8,2
2322173,27,40,35,2
2322173,21.1,14.8,17.7,2
2322173,33,13.7,17.7,2
2322173,27,40,35,2
2322173,56.9,29.7,37.3,2
2322173,13.2,11.4,19.3,2
2322173,52.8,27.3,15.3,2
2322173,39.8,26.4,33.8,2
2322173,39.8,26.4,33.8,2
2322173,27,40,35,2
2322173,27,40,35,2
2322173,27,40,35,2
2322173,27,40,35,2
2322173,27,40,35,2
2322173,27,40,35,2
2322173,24.5,16.7,17.1,2
2322173,24.5,16.7,17.1,2
2322173,24.5,16.7,17.1,2
2322173,24.5,16.7,17.1,2
2322173,24.5,16.7,17.1,2
2322173,24.5,16.7,17.1,2
2322173,24.5,16.7,17.1,2
2322173,24.5,16.7,17.1,2
2322173,24.5,16.7,17.1,2
2322173,16.3,14.5,17.9,2
2322173,24.5,16.7,17.1,2
2322173,40.4,27.2,33.7,2
2322173,40.4,27.2,33.7,2
2322173,21.8,19.5,24.5,2
2322173,21.8,19.6,24.4,2
2322173,21.8,19.5,24.5,2
2322173,21.8,19.6,24.4,2
2322173,39.5,26.5,34,2
2322173,21.8,19.6,24.4,2
2322173,39.8,26.4,33.8,2
2322173,39.8,26.4,33.8,2
2322173,40.4,27.2,33.7,2
2322173,21.8,19.5,24.5,2
2322173,21.8,19.5,24.5,2
2322173,21.8,19.6,24.4,2
2322173,21.8,19.5,24.5,2
2322173,21.8,19.5,24.5,2
2322173,21.8,19.6,24.4,2
2322173,21.8,19.6,24.4,2
2322173,26.5,20.5,17,2
2322173,27,37,33,2
2322173,27,37,33,2
2322173,21.8,19.5,24.5,2
2322173,21.8,19.5,24.5,2
2322173,21.8,19.6,24.4,2
2322173,39.5,26.5,34,2
2322173,28,9.5,22.5,2
2322173,28,9.5,22.5,2
2322173,34.5,24.6,18.7,2
2322173,21.8,19.6,24.4,2
2322173,35,29,19,2
2322173,35,29,19,2
2322219,28,9.5,22.5,2
2322219,36.2,24.2,16.5,2
2322219,36.2,24.2,16.5,2
2322219,36.9,32,17.1,2
2322219,28,9.5,22.5,2
2322219,28,9.5,22.5,2
2322219,21.8,19.6,24.4,2
2322219,39.5,26.5,34,2
2322219,28,9.5,22.5,2
2322219,36.2,24.2,16.5,2
2322219,36.9,32,17.1,2
2322219,27,40,35,2
2322219,39.8,26.4,33.8,2
2322219,21.8,19.6,24.4,2
2322219,40.4,27.2,33.7,2
2322219,40.4,27.2,33.7,2
2322219,21.8,19.5,24.5,2
2322219,21.8,19.5,24.5,2
2322219,21.8,19.6,24.4,2
2322219,35,29,19,2
2322219,35,29,19,2
2322219,39.5,26.5,34,2
2322219,33,13.7,17.7,2
2322219,21.8,19.6,24.4,2
2322219,21.8,19.5,24.5,2
2322219,35,29,19,2
2322219,35,29,19,2
2322219,39.5,26.5,34,2
2322219,39.5,26.5,34,2
2322219,39.5,26.5,34,2
2322219,56.7,29.2,37.3,2
2322219,21.8,19.6,24.4,2
2322219,40.4,26.8,33.6,2
2322219,27,37,33,2
2322219,41.8,31.5,25.9,2
2322219,36.2,24.2,16.5,2
2322219,36.9,32,17.1,2
2322219,36.9,32,17.1,2
2322219,39.5,26.5,34,2
2322219,21.8,19.6,24.4,2
2322219,21.8,19.6,24.4,2
2322219,39.5,26.5,34,2
2322219,39.5,26.5,34,2
2322219,39.5,26.5,34,2
2322219,39.5,26.5,34,2
2322219,39.5,26.5,34,2
2322219,39.5,26.5,34,2
2322219,39.5,26.5,34,2
2322219,28,9.5,22.5,2
2322219,26.5,20.5,17,2
2322219,22.2,22,21.9,2
2322219,26.5,20.5,17,2
2322219,39.5,26.5,34,2
2322219,22.2,22,21.9,2
2322219,38.5,20.1,18.6,2
2322219,38.5,20.1,18.6,2
2322219,39.5,26.5,34,2
2322219,38.5,20.1,18.6,2
2322219,22.2,22,21.9,2
2322219,14.5,12.5,23,2
2322219,17.7,16,14.7,2
2322219,39.5,26.5,34,2
2322219,38.9,27.7,27.9,2
2322219,38.9,27.7,27.9,2
2322219,38.9,27.7,27.9,2
2322219,42.8,29.7,14.7,2
2322219,33.3,21.1,16.4,2
2322219,14.5,12.5,23,2
2322219,22.2,22,21.9,2
2322219,22.2,22,21.9,2
2322219,38.9,29,27.4,2
2322219,38.9,29,27.4,2
2322219,33.6,33.6,24.6,2
2322219,37.9,23.5,18.9,2
2322218,33.6,33.6,24.6,2
2322218,25,18.7,15.8,2
2322218,25,18.7,15.8,2
2322218,45.5,27.5,25,1
2322218,45.5,27.5,25,1
2322218,50,30,28,0
2322218,45.5,27.5,25,1
2322218,45.5,27.5,18,1
2322218,45.5,27.5,18,1
2322218,50,30,28,0
2322218,50,30,28,0
2322218,50,30,28,0
2322218,45.5,27.5,18,1
2322218,50,30,28,0
2322218,50,30,28,0
2322218,45.5,27.5,25,1
2322218,50,30,18,0
2322218,50,30,28,0
2322218,45.5,27.5,18,1
2322218,45.5,27.5,18,1
2322218,45.5,27.5,25,1
2322218,45.5,27.5,25,1
2322218,45.5,27.5,18,1
2322218,45.5,27.5,18,1
2322218,50,30,28,0
2322218,50,30,18,0
2322218,50,30,28,0
2322218,45.5,27.5,18,1
2322218,50,30,28,0
2322218,31.5,42,25.5,2
2322218,45.5,27.5,25,1
2322218,23,22.4,16.5,2
2322218,34.2,14.6,16.9,2
2322218,40.4,27.2,33.7,2
2322218,40.4,27.2,33.7,2
2322218,40.4,27.2,33.7,2
2322218,18.7,14.2,15.4,2
2322218,42.7,29.6,12.2,2
2322218,21.6,16.1,21.5,2
2322218,27,37,33,2
2322218,41.8,31.5,25.9,2
2322218,41.8,31.5,25.9,2
2322218,42.8,29.7,14.7,2
2322218,45.5,27.5,25,1
2322218,33,13.7,17.7,2
2322218,33,13.7,17.7,2
2322218,40.4,26.8,33.6,2
2322218,42.1,31.4,26.1,2
2322218,42.1,31.4,26.1,2
2322218,42.1,31.4,26.1,2
2322218,42.1,31.4,26.1,2
2322218,42.1,31.4,26.1,2
2322218,42.1,31.4,26.1,2
2322218,42.1,31.4,26.1,2
2322218,50,30,28,0
2322218,50,30,28,0
2322218,50,30,28,0
2322218,50,30,28,0
2322218,50,30,28,0
2322218,50,30,18,0
2322218,50,30,28,0
2322218,50,30,28,0
2322218,50,30,28,0
2322218,42.8,29.7,14.7,2
2322218,39.5,26.5,34,2
2322218,45.5,27.5,18,1
2322218,45.5,27.5,25,1
2322218,45.5,27.5,18,1
2322218,20.6,14.6,17,2
2322218,45.5,27.5,25,1
2322218,39.5,26.5,34,2
2322218,45.5,27.5,18,1
2322218,39.8,26.4,33.8,2
2322218,27,40,35,2
2322185,45.5,27.5,25,1
2322185,39.5,26.5,34,2
2322185,45.5,27.5,25,1
2322185,45.5,27.5,18,1
2322185,39.5,26.5,34,2
2322185,45.5,27.5,25,1
2322185,39.5,26.5,34,2
2322185,39.5,26.5,34,2
2322185,19.5,15.8,19.5,2
2322185,27,40,35,2
2322185,39.5,26.5,34,2
2322185,39.5,26.5,34,2
2322185,42.8,29.7,14.7,2
2322185,27,40,35,2
2322185,39.5,26.5,34,2
2322185,27,40,35,2
2322185,27,40,35,2
2322185,39.5,26.5,34,2
2322185,39.5,26.5,34,2
2322185,39.5,26.5,34,2
2322185,39.5,26.5,34,2
2322185,42.8,29.7,14.7,2
2322185,39.8,26.4,33.8,2
2322185,27,40,35,2
2322185,39.5,26.5,34,2
2322185,39.8,26.4,33.8,2
2322185,42.8,29.7,14.7,2
2322185,39.5,26.5,34,2
2322185,39.5,26.5,34,2
2322185,39.5,26.5,34,2
2322185,39.5,26.5,34,2
2322185,45.5,27.5,25,1
2322185,45.5,27.5,18,1
2322185,39.5,26.5,34,2
2322185,45.5,27.5,25,1
2322185,31.5,18.9,12.1,2
2322185,40.4,26.8,33.6,2
2322185,42.1,31.4,26.1,2
2322185,40.4,26.8,33.6,2
2322185,45.5,27.5,18,1
2322185,21.5,15.8,13.4,2
2322185,34.7,24.5,18.8,2
2322185,40.4,26.8,33.6,2
2322185,40.4,26.8,33.6,2
2322185,39.8,26.4,33.8,2
2322185,27,40,35,2
2322185,21.5,15.8,13.4,2
2322185,21.5,15.8,13.4,2
2322185,34.7,24.5,18.8,2
2322185,34.7,24.5,18.8,2
2322185,40.4,26.8,33.6,2
2322185,40.4,26.8,33.6,2
2322185,42.1,31.4,26.1,2
2322185,34.7,24.5,18.8,2
2322185,34.7,24.5,18.8,2
2322185,42.1,31.4,26.1,2
2322185,42.1,31.4,26.1,2
2322185,40.4,26.8,33.6,2
2322185,42.1,31.4,26.1,2
2322185,34.7,24.5,18.8,2
2322185,34.7,24.5,18.8,2
2322185,40.4,27.2,33.7,2
2322185,40.4,26.8,33.6,2
2322185,42.1,31.4,26.1,2
2322185,21.5,15.8,13.4,2
2322185,18.4,13.8,9.6,2
2322185,27,40,35,2
2322185,21.5,15.8,13.4,2
2322185,20.8,17.8,18.2,2
2322185,22.2,22,21.9,2
2322185,39.8,26.4,33.8,2
2322185,40.4,27.2,33.7,2
2322185,17.7,16,14.7,2
2322185,40.3,26.9,33.5,2
2322226,40.3,26.9,33.5,2
2322226,17.7,16,14.8,2
2322226,40.3,26.9,33.5,2
2322226,27,37,33,2
2322226,41.8,31.5,25.9,2
2322226,45.5,27.5,25,1
2322226,45.5,27.5,18,1
2322226,45.5,27.5,25,1
2322226,45.5,27.5,25,1
2322226,45.5,27.5,25,1
2322226,45.5,27.5,25,1
2322226,45.5,27.5,25,1
2322226,19.7,13.3,8.5,2
2322226,42.1,31.4,26.1,2
2322226,45.5,27.5,25,1
2322226,45.5,27.5,18,1
2322226,45.5,27.5,25,1
2322226,45.5,27.5,25,1
2322226,42.8,29.7,14.7,2
2322226,45.5,27.5,25,1
2322226,45.5,27.5,25,1
2322226,42.7,29.6,12.2,2
2322226,19.7,13.2,8.2,2
2322226,45.5,27.5,18,1
2322226,25,18.7,15.8,2
2322226,45.5,27.5,18,1
2322226,42.7,29.6,12.2,2
2322226,50,30,28,0
2322226,50,30,28,0
2322226,50,30,28,0
2322226,50,30,28,0
2322226,50,30,28,0
2322226,50,30,28,0
2322226,12.5,8.5,18.8,2
2322226,21.5,15.8,13.4,2
2322226,21.5,15.8,13.4,2
2322226,21.8,19.6,24.4,2
2322226,50,30,28,0
2322226,13.9,9,15.6,2
2322226,28.6,18.5,16.1,2
2322226,50,30,18,0
2322226,50,30,28,0
2322226,42.8,29.7,14.7,2
2322226,42.8,29.7,14.7,2
2322226,50,30,28,0
2322226,50,30,28,0
2322226,50,30,18,0
2322226,50,30,28,0
2322226,50,30,18,0
2322226,50,30,28,0
2322226,50,30,18,0
2322226,50,30,18,0
2322226,50,30,28,0
